"date","product_id","region_id","day_of_week","month","is_weekend","is_mega_sale","is_ramadan","is_pre_raya_window","is_pre_cny_window","viral_shock_active","any_shock_active","elasticity_coefficient","demand_forecast","inventory_level","competitor_price","base_price","realized_demand","stockout_flag"
"2023-01-22","P001","BRN","6","1","1","0","0","0","0","0","0","-1.92","217","4013","71.88","89.0","214","0"
"2023-01-23","P001","BRN","0","1","0","0","0","0","0","0","0","-1.92","258","3762","67.75","89.0","251","0"
"2023-01-24","P001","BRN","1","1","0","0","0","0","0","0","0","-1.92","241","3505","63.18","89.0","257","0"
"2023-01-25","P001","BRN","2","1","0","0","0","0","0","0","0","-1.92","232","3272","62.69","89.0","233","0"
"2023-01-26","P001","BRN","3","1","0","0","0","0","0","0","0","-1.92","244","3086","68.42","89.0","186","0"
"2023-01-27","P001","BRN","4","1","0","0","0","0","0","0","0","-1.92","201","2900","71.2","89.0","186","0"
"2023-01-28","P001","BRN","5","1","1","0","0","0","0","0","0","-1.92","165","2761","74.79","89.0","139","0"
"2023-01-29","P001","BRN","6","1","1","0","0","0","0","0","0","-1.92","109","2633","72.15","89.0","128","0"
"2023-01-30","P001","BRN","0","1","0","0","0","0","0","0","0","-1.92","110","2478","75.31","89.0","155","0"
"2023-01-31","P001","BRN","1","1","0","0","0","0","0","0","0","-1.92","149","2353","73.53","89.0","125","0"
"2023-02-01","P001","BRN","2","2","0","0","0","0","0","0","0","-1.92","152","2178","71.2","89.0","175","0"
"2023-02-02","P001","BRN","3","2","0","1","0","0","0","0","1","-2.592","274","1677","70.02","89.0","501","0"
"2023-02-03","P001","BRN","4","2","0","0","0","0","0","0","0","-1.92","164","8229","71.2","89.0","198","0"
"2023-02-04","P001","BRN","5","2","1","0","0","0","0","0","0","-1.92","144","8078","67.61","89.0","151","0"
"2023-02-05","P001","BRN","6","2","1","0","0","0","0","0","0","-1.92","115","7957","72.62","89.0","121","0"
"2023-02-06","P001","BRN","0","2","0","0","0","0","0","0","0","-1.92","122","7817","72.83","89.0","140","0"
"2023-02-07","P001","BRN","1","2","0","0","0","0","0","0","0","-1.92","151","7690","73.25","89.0","127","0"
"2023-02-08","P001","BRN","2","2","0","0","0","0","0","0","0","-1.92","139","7530","71.2","89.0","160","0"
"2023-02-09","P001","BRN","3","2","0","0","0","0","0","0","0","-1.92","161","7402","68.33","89.0","128","0"
"2023-02-10","P001","BRN","4","2","0","0","0","0","0","0","0","-1.92","116","7257","71.2","89.0","145","0"
"2023-02-11","P001","BRN","5","2","1","0","0","0","0","0","0","-1.92","179","7088","71.37","89.0","169","0"
"2023-02-12","P001","BRN","6","2","1","0","0","0","0","0","0","-1.92","135","6951","71.2","89.0","137","0"
"2023-02-13","P001","BRN","0","2","0","0","0","0","0","0","0","-1.92","174","6829","71.2","89.0","122","0"
"2023-02-14","P001","BRN","1","2","0","0","0","0","0","0","0","-1.92","135","6675","76.71","89.0","154","0"
"2023-02-15","P001","BRN","2","2","0","0","0","0","0","0","0","-1.92","126","6522","75.33","89.0","153","0"
"2023-02-16","P001","BRN","3","2","0","0","0","0","0","0","0","-1.92","147","6314","77.67","89.0","208","0"
"2023-02-17","P001","BRN","4","2","0","0","0","0","0","0","0","-1.92","146","6176","80.89","89.0","138","0"
"2023-02-18","P001","BRN","5","2","1","0","0","0","0","0","0","-1.92","116","5991","73.3","89.0","185","0"
"2023-02-19","P001","BRN","6","2","1","0","0","0","0","0","0","-1.92","111","5855","77.59","89.0","136","0"
"2023-02-20","P001","BRN","0","2","0","0","0","0","0","0","0","-1.92","130","5725","70.35","89.0","130","0"
"2023-02-21","P001","BRN","1","2","0","0","0","0","0","0","0","-1.92","168","5583","71.2","89.0","142","0"
"2023-02-22","P001","BRN","2","2","0","0","0","0","0","0","0","-1.92","133","5426","71.2","89.0","157","0"
"2023-02-23","P001","BRN","3","2","0","0","0","0","0","0","0","-1.92","134","5286","71.2","89.0","140","0"
"2023-02-24","P001","BRN","4","2","0","0","0","0","0","0","0","-1.92","204","5083","71.2","89.0","203","0"
"2023-02-25","P001","BRN","5","2","1","0","0","0","0","0","0","-1.92","184","4924","72.33","89.0","159","0"
"2023-02-26","P001","BRN","6","2","1","0","0","0","0","0","0","-1.92","134","4802","73.26","89.0","122","0"
"2023-02-27","P001","BRN","0","2","0","0","0","0","0","0","0","-1.92","131","4682","74.61","89.0","120","0"
"2023-02-28","P001","BRN","1","2","0","0","0","0","0","0","0","-1.92","165","4541","71.2","89.0","141","0"
"2023-03-01","P001","BRN","2","3","0","0","0","0","0","0","0","-1.92","150","4375","71.96","89.0","166","0"
"2023-03-02","P001","BRN","3","3","0","0","0","0","0","0","0","-1.92","135","4238","71.2","89.0","137","0"
"2023-03-03","P001","BRN","4","3","0","1","0","0","0","0","1","-2.592","364","3493","64.0","89.0","745","0"
"2023-03-04","P001","BRN","5","3","1","0","0","0","0","0","0","-1.92","115","3355","71.2","89.0","138","0"
"2023-03-05","P001","BRN","6","3","1","0","0","0","0","0","0","-1.92","113","3227","74.96","89.0","128","0"
"2023-03-06","P001","BRN","0","3","0","0","0","0","0","0","0","-1.92","135","3088","74.2","89.0","139","0"
"2023-03-07","P001","BRN","1","3","0","0","0","0","0","0","0","-1.92","141","2915","77.49","89.0","173","0"
"2023-03-08","P001","BRN","2","3","0","0","0","0","0","0","0","-1.92","119","2777","67.49","89.0","138","0"
"2023-03-09","P001","BRN","3","3","0","0","0","0","0","0","0","-1.92","144","2656","71.2","89.0","121","0"
"2023-03-10","P001","BRN","4","3","0","0","0","1","0","0","1","-1.344","153","2505","74.51","89.0","151","0"
"2023-03-11","P001","BRN","5","3","1","0","0","1","0","0","1","-1.344","131","2366","76.01","89.0","139","0"
"2023-03-12","P001","BRN","6","3","1","0","0","1","0","0","1","-1.344","130","2230","77.97","89.0","136","0"
"2023-03-13","P001","BRN","0","3","0","0","0","1","0","0","1","-1.344","152","2085","84.08","89.0","145","0"
"2023-03-14","P001","BRN","1","3","0","0","0","1","0","0","1","-1.344","160","8687","81.14","89.0","148","0"
"2023-03-15","P001","BRN","2","3","0","0","0","1","0","0","1","-1.344","162","8532","88.63","89.0","155","0"
"2023-03-16","P001","BRN","3","3","0","0","0","1","0","0","1","-1.344","186","8386","80.97","89.0","146","0"
"2023-03-17","P001","BRN","4","3","0","0","0","1","0","0","1","-1.344","173","8213","75.83","89.0","173","0"
"2023-03-18","P001","BRN","5","3","1","0","0","1","0","0","1","-1.344","173","8037","74.34","89.0","176","0"
"2023-03-19","P001","BRN","6","3","1","0","0","1","0","0","1","-1.344","157","7882","81.48","89.0","155","0"
"2023-03-20","P001","BRN","0","3","0","0","0","1","0","0","1","-1.344","168","7735","76.9","89.0","147","0"
"2023-03-21","P001","BRN","1","3","0","0","0","1","0","0","1","-1.344","193","7597","73.58","89.0","138","0"
"2023-03-22","P001","BRN","2","3","0","0","0","1","0","0","1","-1.344","214","7416","74.89","89.0","181","0"
"2023-03-23","P001","BRN","3","3","0","0","1","1","0","0","1","-0.8736","195","7224","71.29","89.0","192","0"
"2023-03-24","P001","BRN","4","3","0","0","1","1","0","0","1","-0.8736","271","6994","71.2","89.0","230","0"
"2023-03-25","P001","BRN","5","3","1","0","1","1","0","0","1","-0.8736","296","6683","71.2","89.0","311","0"
"2023-03-26","P001","BRN","6","3","1","0","1","1","0","0","1","-0.8736","236","6453","67.56","89.0","230","0"
"2023-03-27","P001","BRN","0","3","0","0","1","1","0","0","1","-0.8736","189","6191","64.25","89.0","262","0"
"2023-03-28","P001","BRN","1","3","0","0","1","1","0","0","1","-0.8736","266","5921","71.2","89.0","270","0"
"2023-03-29","P001","BRN","2","3","0","0","1","1","0","0","1","-0.8736","324","5587","79.3","89.0","334","0"
"2023-03-30","P001","BRN","3","3","0","0","1","1","0","0","1","-0.8736","351","5258","82.68","89.0","329","0"
"2023-03-31","P001","BRN","4","3","0","0","1","1","0","0","1","-0.8736","376","4890","72.7","89.0","368","0"
"2023-04-01","P001","BRN","5","4","1","0","1","1","0","0","1","-0.8736","352","4507","71.03","89.0","383","0"
"2023-04-02","P001","BRN","6","4","1","0","1","1","0","0","1","-0.8736","382","4130","77.03","89.0","377","0"
"2023-04-03","P001","BRN","0","4","0","0","1","1","0","1","1","-0.6552","404","3612","82.59","89.0","518","0"
"2023-04-04","P001","BRN","1","4","0","1","1","1","0","1","1","-0.8845","2011","1322","68.8","89.0","2290","0"
"2023-04-05","P001","BRN","2","4","0","0","1","1","0","1","1","-0.6552","1467","6895","79.93","89.0","1177","0"
"2023-04-06","P001","BRN","3","4","0","0","1","1","0","1","1","-0.6552","1226","5371","74.86","89.0","1524","0"
"2023-04-07","P001","BRN","4","4","0","0","1","1","0","1","1","-0.6552","1296","3894","83.18","89.0","1477","0"
"2023-04-08","P001","BRN","5","4","1","0","1","1","0","1","1","-0.6552","1153","2733","80.23","89.0","1161","0"
"2023-04-09","P001","BRN","6","4","1","0","1","1","0","1","1","-0.6552","711","2175","82.47","89.0","558","0"
"2023-04-10","P001","BRN","0","4","0","0","1","1","0","0","1","-0.8736","573","1565","84.78","89.0","610","0"
"2023-04-11","P001","BRN","1","4","0","0","1","1","0","0","1","-0.8736","609","7779","83.81","89.0","536","0"
"2023-04-12","P001","BRN","2","4","0","0","1","1","0","0","1","-0.8736","753","7022","88.12","89.0","757","0"
"2023-04-13","P001","BRN","3","4","0","0","1","1","0","0","1","-0.8736","562","6322","85.63","89.0","700","0"
"2023-04-14","P001","BRN","4","4","0","0","1","1","0","0","1","-0.8736","727","5580","88.7","89.0","742","0"
"2023-04-15","P001","BRN","5","4","1","0","1","1","0","0","1","-0.8736","658","4865","92.31","89.0","715","0"
"2023-04-16","P001","BRN","6","4","1","0","1","1","0","0","1","-0.8736","633","4202","84.21","89.0","663","0"
"2023-04-17","P001","BRN","0","4","0","0","1","1","0","0","1","-0.8736","784","3304","84.83","89.0","898","0"
"2023-04-18","P001","BRN","1","4","0","0","1","1","0","0","1","-0.8736","783","2563","78.51","89.0","741","0"
"2023-04-19","P001","BRN","2","4","0","0","1","1","0","0","1","-0.8736","928","1639","77.51","89.0","924","0"
"2023-04-20","P001","BRN","3","4","0","0","1","1","0","0","1","-0.8736","907","7557","78.04","89.0","832","0"
"2023-04-21","P001","BRN","4","4","0","0","0","0","0","0","0","-1.92","1109","6678","75.84","89.0","879","0"
"2023-04-22","P001","BRN","5","4","1","0","0","0","0","0","0","-1.92","1207","5703","68.16","89.0","975","0"
"2023-04-23","P001","BRN","6","4","1","0","0","0","0","0","0","-1.92","781","4923","71.2","89.0","780","0"
"2023-04-24","P001","BRN","0","4","0","0","0","0","0","0","0","-1.92","841","4096","71.2","89.0","827","0"
"2023-04-25","P001","BRN","1","4","0","0","0","0","0","0","0","-1.92","806","3290","67.61","89.0","806","0"
"2023-04-26","P001","BRN","2","4","0","0","0","0","0","0","0","-1.92","637","2552","65.96","89.0","738","0"
"2023-04-27","P001","BRN","3","4","0","0","0","0","0","0","0","-1.92","777","1942","68.57","89.0","610","0"
"2023-04-28","P001","BRN","4","4","0","0","0","0","0","0","0","-1.92","546","8040","71.2","89.0","652","0"
"2023-04-29","P001","BRN","5","4","1","0","0","0","0","0","0","-1.92","355","7553","65.16","89.0","487","0"
"2023-04-30","P001","BRN","6","4","1","0","0","0","0","0","0","-1.92","461","7157","66.69","89.0","396","0"
"2023-05-01","P001","BRN","0","5","0","0","0","0","0","0","0","-1.92","476","6688","71.2","89.0","469","0"
"2023-05-02","P001","BRN","1","5","0","0","0","0","0","0","0","-1.92","299","6379","71.2","89.0","309","0"
"2023-05-03","P001","BRN","2","5","0","0","0","0","0","0","0","-1.92","320","6079","72.89","89.0","300","0"
"2023-05-04","P001","BRN","3","5","0","0","0","0","0","0","0","-1.92","205","5837","67.1","89.0","242","0"
"2023-05-05","P001","BRN","4","5","0","1","0","0","0","0","1","-2.592","316","5367","75.63","89.0","470","0"
"2023-05-06","P001","BRN","5","5","1","0","0","0","0","0","0","-1.92","115","5263","71.2","89.0","104","0"
"2023-05-07","P001","BRN","6","5","1","0","0","0","0","0","0","-1.92","108","5168","68.32","89.0","95","0"
"2023-05-08","P001","BRN","0","5","0","0","0","0","0","0","0","-1.92","101","5070","71.54","89.0","98","0"
"2023-05-09","P001","BRN","1","5","0","0","0","0","0","0","0","-1.92","96","4952","71.2","89.0","118","0"
"2023-05-10","P001","BRN","2","5","0","0","0","0","0","0","0","-1.92","121","4826","77.82","89.0","126","0"
"2023-05-11","P001","BRN","3","5","0","0","0","0","0","0","0","-1.92","84","4696","76.76","89.0","130","0"
"2023-05-12","P001","BRN","4","5","0","0","0","0","0","0","0","-1.92","117","4574","67.52","89.0","122","0"
"2023-05-13","P001","BRN","5","5","1","0","0","0","0","0","0","-1.92","105","4488","71.2","89.0","86","0"
"2023-05-14","P001","BRN","6","5","1","0","0","0","0","0","0","-1.92","84","4396","64.19","89.0","92","0"
"2023-05-15","P001","BRN","0","5","0","0","0","0","0","0","0","-1.92","112","4304","71.2","89.0","92","0"
"2023-05-16","P001","BRN","1","5","0","0","0","0","0","0","0","-1.92","67","4205","71.2","89.0","99","0"
"2023-05-17","P001","BRN","2","5","0","0","0","0","0","0","0","-1.92","103","4070","71.2","89.0","135","0"
"2023-05-18","P001","BRN","3","5","0","0","0","0","0","0","0","-1.92","121","3959","71.2","89.0","111","0"
"2023-05-19","P001","BRN","4","5","0","0","0","0","0","0","0","-1.92","117","3855","69.0","89.0","104","0"
"2023-05-20","P001","BRN","5","5","1","0","0","0","0","0","0","-1.92","108","3743","65.5","89.0","112","0"
"2023-05-21","P001","BRN","6","5","1","0","0","0","0","0","0","-1.92","74","3652","72.12","89.0","91","0"
"2023-05-22","P001","BRN","0","5","0","0","0","0","0","0","0","-1.92","108","3542","71.2","89.0","110","0"
"2023-05-23","P001","BRN","1","5","0","0","0","0","0","0","0","-1.92","115","3442","63.94","89.0","100","0"
"2023-05-24","P001","BRN","2","5","0","0","0","0","0","0","0","-1.92","126","3327","71.2","89.0","115","0"
"2023-05-25","P001","BRN","3","5","0","0","0","0","0","0","0","-1.92","129","3204","71.2","89.0","123","0"
"2023-05-26","P001","BRN","4","5","0","0","0","0","0","0","0","-1.92","101","3084","74.88","89.0","120","0"
"2023-05-27","P001","BRN","5","5","1","0","0","0","0","0","0","-1.92","128","2978","73.02","89.0","106","0"
"2023-05-28","P001","BRN","6","5","1","0","0","0","0","0","0","-1.92","81","2890","68.5","89.0","88","0"
"2023-05-29","P001","BRN","0","5","0","0","0","0","0","0","0","-1.92","122","2761","71.2","89.0","129","0"
"2023-05-30","P001","BRN","1","5","0","0","0","0","0","0","0","-1.92","148","2656","68.25","89.0","105","0"
"2023-05-31","P001","BRN","2","5","0","0","0","0","0","0","0","-1.92","114","2552","71.2","89.0","104","0"
"2023-06-01","P001","BRN","3","6","0","0","0","0","0","0","0","-1.92","110","2409","72.08","89.0","143","0"
"2023-06-02","P001","BRN","4","6","0","0","0","0","0","0","0","-1.92","142","2271","67.67","89.0","138","0"
"2023-06-03","P001","BRN","5","6","1","0","0","0","0","0","0","-1.92","130","2130","71.2","89.0","141","0"
"2023-06-04","P001","BRN","6","6","1","0","0","0","0","0","0","-1.92","88","2031","71.2","89.0","99","0"
"2023-06-05","P001","BRN","0","6","0","0","0","0","0","0","0","-1.92","80","8678","72.61","89.0","103","0"
"2023-06-06","P001","BRN","1","6","0","1","0","0","0","0","1","-2.592","291","8214","66.54","89.0","464","0"
"2023-06-07","P001","BRN","2","6","0","0","0","0","0","0","0","-1.92","121","8074","71.2","89.0","140","0"
"2023-06-08","P001","BRN","3","6","0","0","0","0","0","0","0","-1.92","103","7958","77.48","89.0","116","0"
"2023-06-09","P001","BRN","4","6","0","0","0","0","0","0","0","-1.92","118","7855","77.82","89.0","103","0"
"2023-06-10","P001","BRN","5","6","1","0","0","0","0","0","0","-1.92","102","7743","81.54","89.0","112","0"
"2023-06-11","P001","BRN","6","6","1","0","0","0","0","0","0","-1.92","98","7635","75.06","89.0","108","0"
"2023-06-12","P001","BRN","0","6","0","0","0","0","0","0","0","-1.92","93","7556","86.15","89.0","79","0"
"2023-06-13","P001","BRN","1","6","0","0","0","0","0","0","0","-1.92","106","7470","82.1","89.0","86","0"
"2023-06-14","P001","BRN","2","6","0","0","0","0","0","0","0","-1.92","84","7390","81.7","89.0","80","0"
"2023-06-15","P001","BRN","3","6","0","0","0","0","0","0","0","-1.92","81","7267","90.54","89.0","123","0"
"2023-06-16","P001","BRN","4","6","0","0","0","0","0","0","0","-1.92","109","7153","94.68","89.0","114","0"
"2023-06-17","P001","BRN","5","6","1","0","0","0","0","0","0","-1.92","100","7046","91.94","89.0","107","0"
"2023-06-18","P001","BRN","6","6","1","0","0","0","0","0","0","-1.92","91","6939","88.28","89.0","107","0"
"2023-06-19","P001","BRN","0","6","0","0","0","0","0","0","0","-1.92","87","6862","77.29","89.0","77","0"
"2023-06-20","P001","BRN","1","6","0","0","0","0","0","0","0","-1.92","137","6731","72.01","89.0","131","0"
"2023-06-21","P001","BRN","2","6","0","0","0","0","0","0","0","-1.92","100","6617","71.2","89.0","114","0"
"2023-06-22","P001","BRN","3","6","0","0","0","0","0","0","0","-1.92","130","6482","76.38","89.0","135","0"
"2023-06-23","P001","BRN","4","6","0","0","0","0","0","0","0","-1.92","95","6372","76.36","89.0","110","0"
"2023-06-24","P001","BRN","5","6","1","0","0","0","0","0","0","-1.92","120","6245","71.26","89.0","127","0"
"2023-06-25","P001","BRN","6","6","1","0","0","0","0","0","0","-1.92","83","6146","68.72","89.0","99","0"
"2023-06-26","P001","BRN","0","6","0","0","0","0","0","0","0","-1.92","144","6036","71.2","89.0","110","0"
"2023-06-27","P001","BRN","1","6","0","0","0","0","0","0","0","-1.92","105","5922","71.2","89.0","114","0"
"2023-06-28","P001","BRN","2","6","0","0","0","0","0","0","0","-1.92","115","5812","71.2","89.0","110","0"
"2023-06-29","P001","BRN","3","6","0","0","0","0","0","0","0","-1.92","98","5711","71.2","89.0","101","0"
"2023-06-30","P001","BRN","4","6","0","0","0","0","0","0","0","-1.92","107","5613","77.08","89.0","98","0"
"2023-07-01","P001","BRN","5","7","1","0","0","0","0","0","0","-1.92","105","5504","72.99","89.0","109","0"
"2023-07-02","P001","BRN","6","7","1","0","0","0","0","0","0","-1.92","108","5410","71.2","89.0","94","0"
"2023-07-03","P001","BRN","0","7","0","0","0","0","0","0","0","-1.92","85","5314","74.15","89.0","96","0"
"2023-07-04","P001","BRN","1","7","0","0","0","0","0","0","0","-1.92","111","5220","74.08","89.0","94","0"
"2023-07-05","P001","BRN","2","7","0","0","0","0","0","0","0","-1.92","120","5114","73.98","89.0","106","0"
"2023-07-06","P001","BRN","3","7","0","0","0","0","0","0","0","-1.92","105","4986","74.34","89.0","128","0"
"2023-07-07","P001","BRN","4","7","0","1","0","0","0","0","1","-2.592","144","4584","72.49","89.0","402","0"
"2023-07-08","P001","BRN","5","7","1","0","0","0","0","0","0","-1.92","94","4493","71.2","89.0","91","0"
"2023-07-09","P001","BRN","6","7","1","0","0","0","0","0","0","-1.92","99","4395","70.0","89.0","98","0"
"2023-07-10","P001","BRN","0","7","0","0","0","0","0","0","0","-1.92","105","4310","71.2","89.0","85","0"
"2023-07-11","P001","BRN","1","7","0","0","0","0","0","0","0","-1.92","81","4228","71.6","89.0","82","0"
"2023-07-12","P001","BRN","2","7","0","0","0","0","0","0","0","-1.92","81","4140","77.15","89.0","88","0"
"2023-07-13","P001","BRN","3","7","0","0","0","0","0","0","0","-1.92","100","4033","71.2","89.0","107","0"
"2023-07-14","P001","BRN","4","7","0","0","0","0","0","0","0","-1.92","99","3927","71.2","89.0","106","0"
"2023-07-15","P001","BRN","5","7","1","0","0","0","0","0","0","-1.92","71","3826","71.2","89.0","101","0"
"2023-07-16","P001","BRN","6","7","1","0","0","0","0","0","0","-1.92","108","3708","71.2","89.0","118","0"
"2023-07-17","P001","BRN","0","7","0","0","0","0","0","0","0","-1.92","76","3608","71.2","89.0","100","0"
"2023-07-18","P001","BRN","1","7","0","0","0","0","0","0","0","-1.92","80","3530","71.9","89.0","78","0"
"2023-07-19","P001","BRN","2","7","0","0","0","0","0","0","0","-1.92","103","3448","74.68","89.0","82","0"
"2023-07-20","P001","BRN","3","7","0","0","0","0","0","0","0","-1.92","99","3315","63.4","89.0","133","0"
"2023-07-21","P001","BRN","4","7","0","0","0","0","0","0","0","-1.92","119","3197","71.2","89.0","118","0"
"2023-07-22","P001","BRN","5","7","1","0","0","0","0","0","0","-1.92","101","3071","68.45","89.0","126","0"
"2023-07-23","P001","BRN","6","7","1","0","0","0","0","0","0","-1.92","68","2972","64.46","89.0","99","0"
"2023-07-24","P001","BRN","0","7","0","0","0","0","0","0","0","-1.92","99","2878","71.2","89.0","94","0"
"2023-07-25","P001","BRN","1","7","0","0","0","0","0","0","0","-1.92","115","2785","74.06","89.0","93","0"
"2023-07-26","P001","BRN","2","7","0","0","0","0","0","0","0","-1.92","127","2675","76.59","89.0","110","0"
"2023-07-27","P001","BRN","3","7","0","0","0","0","0","0","0","-1.92","108","2573","73.19","89.0","102","0"
"2023-07-28","P001","BRN","4","7","0","0","0","0","0","0","0","-1.92","122","2486","71.46","89.0","87","0"
"2023-07-29","P001","BRN","5","7","1","0","0","0","0","0","0","-1.92","103","2398","71.2","89.0","88","0"
"2023-07-30","P001","BRN","6","7","1","0","0","0","0","0","0","-1.92","89","2297","71.2","89.0","101","0"
"2023-07-31","P001","BRN","0","7","0","0","0","0","0","0","0","-1.92","94","2189","74.0","89.0","108","0"
"2023-08-01","P001","BRN","1","8","0","0","0","0","0","0","0","-1.92","100","2057","71.41","89.0","132","0"
"2023-08-02","P001","BRN","2","8","0","0","0","0","0","0","0","-1.92","114","8713","72.84","89.0","94","0"
"2023-08-03","P001","BRN","3","8","0","0","0","0","0","0","0","-1.92","83","8622","66.12","89.0","91","0"
"2023-08-04","P001","BRN","4","8","0","0","0","0","0","0","0","-1.92","100","8508","76.66","89.0","114","0"
"2023-08-05","P001","BRN","5","8","1","0","0","0","0","0","0","-1.92","91","8399","82.05","89.0","109","0"
"2023-08-06","P001","BRN","6","8","1","0","0","0","0","0","0","-1.92","81","8318","82.53","89.0","81","0"
"2023-08-07","P001","BRN","0","8","0","0","0","0","0","0","0","-1.92","93","8231","74.57","89.0","87","0"
"2023-08-08","P001","BRN","1","8","0","1","0","0","0","0","1","-2.592","268","7648","72.36","89.0","583","0"
"2023-08-09","P001","BRN","2","8","0","0","0","0","0","0","0","-1.92","102","7568","75.11","89.0","80","0"
"2023-08-10","P001","BRN","3","8","0","0","0","0","0","0","0","-1.92","110","7451","72.48","89.0","117","0"
"2023-08-11","P001","BRN","4","8","0","0","0","0","0","0","0","-1.92","115","7329","73.15","89.0","122","0"
"2023-08-12","P001","BRN","5","8","1","0","0","0","0","0","0","-1.92","101","7218","71.2","89.0","111","0"
"2023-08-13","P001","BRN","6","8","1","0","0","0","0","0","0","-1.92","107","7134","71.2","89.0","84","0"
"2023-08-14","P001","BRN","0","8","0","0","0","0","0","0","0","-1.92","91","7055","72.65","89.0","79","0"
"2023-08-15","P001","BRN","1","8","0","0","0","0","0","0","0","-1.92","128","6952","74.64","89.0","103","0"
"2023-08-16","P001","BRN","2","8","0","0","0","0","0","0","0","-1.92","114","6847","77.27","89.0","105","0"
"2023-08-17","P001","BRN","3","8","0","0","0","0","0","0","0","-1.92","88","6742","79.92","89.0","105","0"
"2023-08-18","P001","BRN","4","8","0","0","0","0","0","0","0","-1.92","127","6645","73.97","89.0","97","0"
"2023-08-19","P001","BRN","5","8","1","0","0","0","0","0","0","-1.92","130","6513","81.64","89.0","132","0"
"2023-08-20","P001","BRN","6","8","1","0","0","0","0","0","0","-1.92","115","6401","74.5","89.0","112","0"
"2023-08-21","P001","BRN","0","8","0","0","0","0","0","0","0","-1.92","120","6293","71.2","89.0","108","0"
"2023-08-22","P001","BRN","1","8","0","0","0","0","0","0","0","-1.92","85","6199","71.2","89.0","94","0"
"2023-08-23","P001","BRN","2","8","0","0","0","0","0","0","0","-1.92","102","6090","68.43","89.0","109","0"
"2023-08-24","P001","BRN","3","8","0","0","0","0","0","0","0","-1.92","125","5950","71.2","89.0","140","0"
"2023-08-25","P001","BRN","4","8","0","0","0","0","0","0","0","-1.92","139","5824","71.2","89.0","126","0"
"2023-08-26","P001","BRN","5","8","1","0","0","0","0","0","0","-1.92","151","5706","71.2","89.0","118","0"
"2023-08-27","P001","BRN","6","8","1","0","0","0","0","0","0","-1.92","101","5599","71.2","89.0","107","0"
"2023-08-28","P001","BRN","0","8","0","0","0","0","0","0","0","-1.92","112","5474","68.79","89.0","125","0"
"2023-08-29","P001","BRN","1","8","0","0","0","0","0","0","0","-1.92","116","5354","63.9","89.0","120","0"
"2023-08-30","P001","BRN","2","8","0","0","0","0","0","0","0","-1.92","140","5196","67.51","89.0","158","0"
"2023-08-31","P001","BRN","3","8","0","0","0","0","0","0","0","-1.92","168","5033","71.2","89.0","163","0"
"2023-09-01","P001","BRN","4","9","0","0","0","0","0","0","0","-1.92","108","4898","71.2","89.0","135","0"
